id,filename,slug,title,hook,mechanic,family,theme,theme_jp,theme_source,style_pack,bgm_direction,variation,spice,duration_current,duration_target,needed_current,needed_action,priority,wave,batch,fix_items,keep_items,status,score_before,score_after,style_actual,notes
50,050-color-flood.js,color-flood,カラーフラッド,左上から色を塗り広げて盤面を制覇する洪水パズル,judge,F,custom,(既存世界観: インクの領土制圧。左上から色を流し込み盤面を一色),existing,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),サドンデス演出(達成目前の1ミスの緊張を煽る),,目視(8-15s),,維持,P1,2,B02,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,インクの領土制圧。左上から色を流し込み盤面を一色に染める。
51,051-shadow-match.js,shadow-match,シャドウマッチ,影だけ見えるシルエットが何かを当てる瞬発力テスト,judge,F,custom,(既存世界観: 影絵劇場。暗幕に映るシルエットの正体を一瞬で見抜),existing,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),フィーバータイム(中盤数秒の得点倍増),20,10,1,再調整(1→尺10秒あたり3〜8アクション),P1,2,B04,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→10s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,影絵劇場。暗幕に映るシルエットの正体を一瞬で見抜く。
52,052-bounce-predict.js,bounce-predict,バウンス予測,壁で跳ね返るボールの軌跡を予測してゴールに当てる,trajectory,B,custom,(既存世界観: レーザー反射室。壁で跳ね返る弾を予測してターゲッ),existing,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),20,17,1,見直し(密度低: 尺に対して要求が少ない),P3,8,B73,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→17s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,レーザー反射室。壁で跳ね返る弾を予測してターゲットコアに当てる。
53,053-memory-pairs.js,memory-pairs,メモリーペア,カードをめくってペアを見つける集中力と記憶のゲーム,pair_match,F,custom,(既存世界観: 神経衰弱の対戦テーブル。裏向きカードから同じ絵柄),existing,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),45,17,,維持,P3,8,B73,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(45→17s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,神経衰弱の対戦テーブル。裏向きカードから同じ絵柄のペアを見つける。
54,054-gravity-flip.js,gravity-flip,グラビティフリップ,重力の向きを反転させてキャラクターを障害物の間を通す,camera_run,C,dungeon,ダンジョン,existing,70s MONO,melody(固有) / 代替bgm_dark,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),20,18,,維持,P1,2,B04,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,68,,,洞窟トンネルを重力を反転させながら飛び抜ける探査ドローン。
55,055-triple-threat.js,triple-threat,トリプルスレット,3つの迫ってくる脅威を同時に管理する注意力分散ゲーム,chase,C,custom,(既存世界観: 制御室の3系統管理。炎・洪水・電圧のゲージをMA),existing,80s NEON,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),8,25,,維持,P3,8,B71,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(8→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,制御室の3系統管理。炎・洪水・電圧のゲージをMAX未満に保つ。
56,056-rope-cut.js,rope-cut,ロープカット,正しい順序でロープを切って爆弾を解除する,spot,F,custom,(既存世界観: 時限爆弾の解体。導線を書かれた番号順に切って起爆),existing,80s NEON,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),25,10,1,再調整(1→尺10秒あたり3〜8アクション),P1,2,B01,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(25→10s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,時限爆弾の解体。導線を書かれた番号順に切って起爆を止める。
57,057-pulse-beat.js,pulse-beat,パルスビート,画面の鼓動に合わせてタップするリズム同期の快感,timing_one_shot,A,custom,(既存世界観: 巨大な音響コアの鼓動。波紋が最大になる拍にタップ),existing,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),サドンデス演出(達成目前の1ミスの緊張を煽る),20,15,1,見直し(密度低: 尺に対して要求が少ない),P3,8,B69,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→15s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,巨大な音響コアの鼓動。波紋が最大になる拍にタップして同期する。
58,058-gem-rush.js,gem-rush,ジェムラッシュ,特定の色の宝石だけを素早くタップして集める採掘レース,spot,F,custom,(既存世界観: 鉱脈のジェム採掘レース。指定色のジェムだけを素早),existing,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),15,8,2,見直し(密度低: 尺に対して要求が少ない),P3,7,B67,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(15→8s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,鉱脈のジェム採掘レース。指定色のジェムだけを素早く掘り集める。
59,059-window-washer.js,window-washer,ウィンドウウォッシャー,汚れた窓をタップ/長押しで拭いてピカピカにする清掃ゲーム,rub,D,night_city,夜の街,existing,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),25,10,,維持,P1,2,B08,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(25→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,66,,,高層ビルの窓拭き。ゴンドラから汚れ窓をスクイジーで磨く。
60,060-fruit-split.js,fruit-split,フルーツスプリット,宙に浮く果物を素早くスワイプで切り裂く爽快感,slice,D,samurai,侍道場,existing,70s MONO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),20,10,2,見直し(密度低: 尺に対して要求が少ない),P2,6,B54,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→10s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,66,,,空中に舞う果実を刃で斬るフルーツ道場。爆弾は斬るな。
61,061-steer-stream.js,steer-stream,ストリームステアー,激流を下る丸太に乗って岩を避けながら川を下る,dodge,C,custom,(既存世界観: 激流下り。丸太に乗り岩をかわして川を下る。),existing,90s 16bit,melody(固有) / 代替bgm_tense,精度型(判定幅/隙間が狭まっていく),逆転ボーナス(残り3秒は得点2倍),8,25,,維持,P3,8,B79,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(8→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,激流下り。丸太に乗り岩をかわして川を下る。
62,062-blackout-bingo.js,blackout-bingo,ブラックアウトビンゴ,呼ばれた番号を全て埋めて3×3ビンゴを完成させる,spot,F,custom,(既存世界観: ビンゴ大会の会場。呼ばれた数字をカードから探して),existing,90s 16bit,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),40,10,,維持,P3,8,B69,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(40→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,ビンゴ大会の会場。呼ばれた数字をカードから探して埋める。
63,063-tug-of-war.js,tug-of-war,綱引き,素早くタップして綱を引き、中心を自陣に引き込む筋力勝負,mash,A,custom,(既存世界観: 綱引きの決勝戦。連打で綱を自陣（左）へ引き込む。),existing,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,15,,維持,P1,2,B03,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,綱引きの決勝戦。連打で綱を自陣（左）へ引き込む。
64,064-lens-focus.js,lens-focus,レンズフォーカス,素早くピントを合わせて被写体をくっきり捉える撮影ゲーム,gap_fit,E,custom,(既存世界観: 一眼カメラのファインダー越し。被写体にピントを合),existing,90s 16bit,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),20,22,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B09,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→22s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,66,,,一眼カメラのファインダー越し。被写体にピントを合わせシャッターを切る。
65,065-escape-maze.js,escape-maze,エスケープメイズ,シンプルな迷路を最短ルートで脱出する,guide_path,C,dungeon,ダンジョン,existing,70s MONO,melody(固有) / 代替bgm_dark,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),25,18,,維持,P1,2,B03,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(25→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,66,,,地下迷宮からの脱出。壁を避けてGOAL(出口)へ最短で辿り着く。
66,066-heat-seeker.js,heat-seeker,ヒートシーカー,熱源に向かって自動追尾するミサイルをスワイプで撃ち落とす,swipe_direction,D,custom,(既存世界観: 追尾ミサイルから拠点を守る防空基地。スワイプ方向),existing,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),20,13,1,再調整(1→尺10秒あたり3〜8アクション),P1,2,B08,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→13s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,追尾ミサイルから拠点を守る防空基地。スワイプ方向にシールドを張る。
67,067-bubble-pop.js,bubble-pop,バブルポップ,数字付きのシャボン玉を昇順にタップして連鎖的に弾かせる気持ちよさ,aim_shoot,B,custom,(既存世界観: 水中に漂う番号シャボン玉。1から順にタップして弾),existing,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),20,10,,維持,P1,1,B06,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,水中に漂う番号シャボン玉。1から順にタップして弾く。
68,068-timing-gate.js,timing-gate,タイミングゲート,左右に往復するゲートが全開になった瞬間にボールを通す,timing_one_shot,A,custom,(既存世界観: セキュリティゲート。開いた瞬間にボールを打ち上げ),existing,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),20,8,1,見直し(密度低: 尺に対して要求が少ない),P3,8,B69,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→8s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,セキュリティゲート。開いた瞬間にボールを打ち上げて通す。
69,069-word-rain.js,word-rain,ワードレイン,降ってくる文字から指定の言葉をタップして完成させる,spot,F,custom,(既存世界観: 降り注ぐ文字の雨。お題の単語の文字だけを順に拾っ),existing,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),20,8,,維持,P1,2,B04,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,降り注ぐ文字の雨。お題の単語の文字だけを順に拾って綴る。
70,070-pong-solo.js,pong-solo,ソロポン,上下に反射するボールをパドルで打ち続ける集中力の壁打ち,drag_follow,C,custom,(既存世界観: 一人壁打ちPONG。上の壁と自分のパドルでボール),existing,90s 16bit,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),25,18,2,見直し(密度低: 尺に対して要求が少ない),P1,2,B02,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(25→18s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,66,,,一人壁打ちPONG。上の壁と自分のパドルでボールを打ち続ける。
71,071-signal-boost.js,signal-boost,シグナルブースト,弱まる電波信号を連打でブーストし続けるサバイバル,balance,C,custom,(既存世界観: 電波塔の信号制御。減衰する信号を連打で維持しつつ),existing,NEO-RETRO,melody(固有) / 代替bgm_tense,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),8,15,,維持,P1,2,B01,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(8→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,電波塔の信号制御。減衰する信号を連打で維持しつつ過負荷を避ける。
72,072-asteroid-split.js,asteroid-split,アステロイドスプリット,大きな隕石を分裂させながら全部消す爆発連鎖,aim_shoot,B,space,宇宙ステーション,existing,80s NEON,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),20,17,,維持,P1,2,B08,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(20→17s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,宇宙空間の小惑星迎撃。撃つと分裂し、全て消せばクリア。
73,073-sketch-guess.js,sketch-guess,スケッチゲス,少しずつ現れるスケッチが何かを当てる早押しクイズ,judge,F,custom,(既存世界観: お絵かきクイズ番組。少しずつ現れる線画の正体を3),existing,70s MONO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),25,13,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B05,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST DUR(25→13s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名/既存世界観,todo,73,,,お絵かきクイズ番組。少しずつ現れる線画の正体を3択で当てる。
